x,y,z,time,fragment_id
-1.8018,3.3412,9.6484,1604480719338,58
-1.2732,3.0195,10.047,1604480719358,58
-1.308,2.9188,9.9919,1604480719697,58
-1.5367,3.026,9.9209,1604480719718,58
-1.3044,2.7008,10.0629,1604480719738,58
-0.4732,2.5278,9.0082,1604480719757,58
-1.4324,2.8623,9.2142,1604480719958,58
-1.5718,3.2553,9.2236,1604480719977,58
-1.5405,3.4841,9.2853,1604480719998,58
-1.4866,3.2672,9.6332,1604480720017,58
-2.6262,3.6714,7.968,1604480720177,58
-2.0541,3.7008,9.0597,1604480720197,58
-2.0929,3.6302,9.0898,1604480720218,58
-0.9001,2.4823,9.4405,1604480720498,58
-0.7286,2.6911,8.9788,1604480720518,58
-0.6954,2.6895,9.4243,1604480720537,58
-0.6213,2.7903,10.1779,1604480720558,58
-0.865,2.9028,9.3407,1604480720817,58
-0.9451,2.8819,9.7503,1604480720838,58
0.0277,2.3405,9.4799,1604480720857,58
0.3934,4.9608,8.5697,1604629058211,59
0.4171,4.7116,8.4606,1604629058231,59
0.2443,4.8067,8.3076,1604629058251,59
0.4302,4.6144,7.9789,1604629058270,59
-1.126,4.966,7.5623,1604629058530,59
-1.3813,4.623,8.6985,1604629058551,59
-1.5545,5.2286,8.9422,1604629058570,59
-1.2804,5.1161,8.9936,1604629058590,59
-0.3794,4.1185,9.1889,1604629058950,59
-0.6019,4.373,9.4874,1604629058970,59
-0.4736,4.1393,9.5582,1604629058990,59
-1.042,4.2906,8.9851,1604629059170,59
-0.924,4.3928,9.4125,1604629059190,59
-0.6746,4.0823,9.6593,1604629059211,59
-0.9048,3.9784,8.5412,1604629059411,59
-0.7835,4.1991,8.8624,1604629059430,59
-0.7823,3.9998,8.975,1604629059450,59
-0.7142,4.0481,9.188,1604629059470,59
-0.9955,4.1444,9.3095,1604629059730,59
-0.4844,4.086,9.1977,1604629059750,59
-0.6951,4.2808,9.7669,1604629059771,59
-1.072,4.6041,9.1761,1604629059930,59
-0.9279,4.4233,9.1178,1604629059950,59
-0.9885,4.3145,9.4252,1604629059970,59
-0.6137,3.6524,9.5729,1604629060210,59
-0.2867,3.5995,9.463,1604629060230,59
-0.4668,3.6143,9.7695,1604629060250,59
0.0567,3.373,9.4475,1604629060491,59
-0.0199,3.4612,9.3107,1604629060511,59
-0.0547,3.2942,9.8182,1604629060530,59
0.9607,4.8221,8.407,1604637620222,60
1.3233,4.7112,8.6846,1604637620242,60
1.2882,4.4765,8.4029,1604637620262,60
1.2924,4.6798,8.3647,1604637620282,60
1.3241,4.5796,8.222,1604637620301,60
-0.387,4.78,8.4062,1604637620522,60
-0.5849,4.8537,9.492,1604637620542,60
-0.6457,5.0427,9.722,1604637620562,60
-0.3085,4.9067,9.1458,1604637620582,60
0.7226,3.9904,9.3914,1604637620882,60
0.3506,3.9044,9.3067,1604637620901,60
0.5669,3.7617,8.937,1604637620922,60
0.1219,4.1397,9.2514,1604637621022,60
0.1404,4.0719,9.2182,1604637621041,60
0.3277,4.0197,9.2766,1604637621062,60
0.3173,4.0153,9.2753,1604637621222,60
0.2305,3.7537,9.5067,1604637621242,60
0.0434,3.7438,9.1902,1604637621441,60
0.0281,4.199,9.1142,1604637621461,60
0.0623,4.3393,9.4851,1604637621482,60
0.085,4.2171,9.3245,1604637621501,60
-0.3059,4.5634,9.5271,1604637621642,60
0.0028,4.2538,9.4921,1604637621661,60
0.9988,3.0849,9.1864,1604637621882,60
0.4555,3.6327,8.5551,1604637621901,60
0.5837,3.8488,9.6729,1604637621922,60
1.0932,3.237,9.1364,1604637622082,60
0.8732,3.1891,9.0647,1604637622102,60
0.9186,3.1176,9.3722,1604637622122,60
1.0769,2.8199,8.9697,1604637622141,60
0.112,9.5416,-3.0631,1604480581237,61
0.4485,9.4738,-2.832,1604480581257,61
0.4254,9.441,-1.5983,1604480581278,61
0.1693,9.5334,-1.4294,1604480581297,61
0.3071,9.5416,-2.1267,1604480581597,61
-0.0427,9.5054,-2.0823,1604480581617,61
-0.2412,9.5759,-3.6095,1604480581978,61
0.0597,9.8621,-1.7338,1604480581998,61
-0.3787,9.8276,-1.7619,1604480582018,61
0.3241,9.4923,-2.367,1604480582237,61
1.0328,9.4498,-1.8779,1604480582258,61
0.3708,9.4798,-1.4635,1604480582277,61
0.2997,9.7541,-0.8871,1604480582298,61
0.372,9.5005,-2.43,1604480582498,61
-0.0274,9.8053,-1.353,1604480582518,61
0.005,9.8236,-1.269,1604480582537,61
0.3426,9.4037,-2.1158,1604480582837,61
0.7858,9.6113,-1.7084,1604480582858,61
0.3591,9.5884,-1.7282,1604480582878,61
-0.1972,9.8903,-2.3885,1604480583038,61
-0.1349,9.9296,-1.8588,1604480583058,61
-0.201,9.9957,-1.7966,1604480583078,61
1.5425,9.2487,-1.5531,1604480583318,61
1.0851,9.448,-1.4196,1604480583337,61
0.9333,9.5994,-0.3917,1604480583358,61
0.0004,10.0301,-3.9194,1604480583617,61
-0.4143,9.9622,-0.1666,1604480583637,61
-1.1952,9.6718,1.1825,1604541308576,62
-1.1151,9.8277,1.1684,1604541308596,62
-1.0551,9.6515,1.5461,1604541308615,62
-1.7106,9.74,0.9894,1604541308955,62
-1.5419,9.9372,1.3275,1604541308976,62
-1.1155,9.9801,1.337,1604541308995,62
-1.0586,9.7482,1.2254,1604541309015,62
-0.5355,9.578,1.6017,1604541309475,62
-0.768,9.6304,1.9747,1604541309495,62
-0.4601,9.4274,1.8749,1604541309515,62
-1.4698,9.7071,1.3858,1604541309715,62
-1.4377,9.8269,1.9653,1604541309735,62
-1.1258,9.63,1.9807,1604541309755,62
-0.7717,9.5165,1.1448,1604541309976,62
-1.0922,9.7498,1.9673,1604541309995,62
-1.3315,9.6839,2.402,1604541310015,62
-1.0787,9.2698,2.0702,1604541310275,62
-1.3736,9.9568,1.6215,1604541310296,62
-0.9831,9.7347,2.1363,1604541310315,62
-0.8417,9.7254,2.1937,1604541310335,62
-1.4505,9.8933,0.4299,1604541310476,62
-1.6457,9.5666,0.812,1604541310495,62
-1.2419,10.2666,1.4032,1604541310515,62
-1.511,9.8477,2.0606,1604541310535,62
-1.1658,9.8599,1.8853,1604541310555,62
-1.4356,9.7297,1.4901,1604541310836,62
-0.9793,9.4409,1.6669,1604541310855,62
-0.5594,9.7311,1.8735,1604541310876,62
-0.3508,9.2627,0.7748,1604541311075,62
-0.7073,9.4116,1.908,1604541311095,62
-1.1492,9.7349,2.5301,1604541311115,62
-0.6166,9.013,2.6623,1604541311135,62
0.7318,4.0744,8.3053,1604633986336,63
0.9363,3.6718,8.7041,1604633986355,63
0.8698,3.7743,8.837,1604633986375,63
0.7573,3.8598,9.2417,1604633986395,63
-1.5831,5.068,9.1333,1604633986636,63
-0.4615,4.5454,8.6522,1604633986655,63
0.0159,3.7463,9.4213,1604633986975,63
-0.0588,3.5748,9.0855,1604633986995,63
0.3706,3.3611,8.8961,1604633987015,63
-0.1857,3.4891,9.2931,1604633987155,63
-0.0525,3.7883,9.1806,1604633987175,63
-0.3169,3.8131,9.4193,1604633987195,63
-0.0115,3.6616,9.0243,1604633987395,63
0.0142,3.4727,9.4569,1604633987415,63
0.0487,3.1847,9.9755,1604633987435,63
-0.6159,3.6865,9.7573,1604633987635,63
-0.0585,3.7888,9.1167,1604633987655,63
0.0406,3.8461,9.025,1604633987675,63
-0.9054,4.474,9.0641,1604633987835,63
-0.6767,4.3155,9.0613,1604633987855,63
-0.5109,4.1803,9.6751,1604633987876,63
-0.016,3.266,9.4323,1604633988095,63
0.2051,3.3373,8.7627,1604633988116,63
0.2481,3.5317,9.666,1604633988135,63
0.3342,3.1959,9.474,1604633988316,63
0.2492,3.162,9.1819,1604633988335,63
0.5693,2.8368,9.3942,1604633988355,63
0.2996,2.186,9.7087,1604480838958,64
0.3216,2.1123,9.8495,1604480838978,64
0.1539,2.2463,9.5156,1604480838998,64
-1.4365,3.7533,8.765,1604480839338,64
-1.2062,3.3547,9.2369,1604480839357,64
-0.3428,2.9544,8.9958,1604480839858,64
-0.646,2.7047,9.2636,1604480839878,64
-0.0347,2.3339,8.9327,1604480839897,64
-0.4854,2.0286,9.6904,1604480840098,64
-1.0421,2.6776,9.8887,1604480840118,64
-0.8168,2.3561,10.172,1604480840138,64
-0.1745,2.1024,10.1121,1604480840158,64
0.1577,2.1849,10.0217,1604480840337,64
0.0341,2.06,10.0518,1604480840358,64
0.707,1.981,9.3979,1604480840377,64
-0.3937,3.2969,8.8123,1604480840618,64
0.0972,3.1011,8.4098,1604480840638,64
-0.8316,3.3487,8.8937,1604480840818,64
-0.7355,3.6859,9.0406,1604480840838,64
-0.1689,2.803,9.6174,1604480840857,64
-0.2562,2.4733,9.3721,1604480841098,64
-0.2983,2.7555,9.8899,1604480841118,64
0.8587,2.1771,9.3031,1604480841318,64
0.1634,2.6657,10.1627,1604480841338,64
0.2658,2.5636,10.3844,1604480841357,64
0.8743,1.9404,9.8252,1604480841378,64
0.0766,2.8613,9.4864,1604629422830,65
0.0327,2.8674,9.3885,1604629422851,65
0.0846,2.7882,9.4738,1604629422870,65
0.567,2.4828,9.2194,1604629422890,65
-2.2232,3.6047,9.1683,1604629423130,65
-2.0765,3.7728,9.2648,1604629423150,65
-0.786,2.5148,9.9157,1604629423550,65
-0.5347,2.3868,9.9206,1604629423570,65
-1.573,2.4491,9.3567,1604629423730,65
-1.088,2.3743,9.5765,1604629423751,65
-0.725,2.2138,9.4541,1604629423931,65
-0.6329,2.167,9.2638,1604629423950,65
-0.5806,1.9119,9.421,1604629423970,65
-0.3405,1.7297,9.6594,1604629423990,65
-1.4472,2.4329,10.1621,1604629424190,65
-1.39,2.7588,9.3913,1604629424211,65
-2.6076,3.1193,8.3774,1604629424390,65
-2.1525,3.3999,9.028,1604629424410,65
-1.8001,2.5646,9.3099,1604629424430,65
-1.1501,1.7481,10.1104,1604629424690,65
-0.8597,2.076,9.4583,1604629424710,65
-0.5856,1.8559,9.4595,1604629424731,65
-0.4283,1.8867,9.2986,1604629424931,65
-0.9142,1.8615,10.0659,1604629424950,65
-0.7782,1.7972,9.9191,1604629424970,65
-0.3878,1.6777,10.015,1604629424990,65
0.0265,4.8019,8.3816,1604629225750,66
-0.339,4.8972,8.7897,1604629225771,66
-0.1044,4.9514,8.9159,1604629225791,66
-1.5596,5.0091,8.462,1604629226010,66
-1.8153,5.2788,9.1411,1604629226030,66
-2.0131,5.3884,9.0927,1604629226050,66
-0.4023,4.3378,9.1135,1604629226330,66
-0.7886,4.4256,8.9937,1604629226350,66
-0.1601,4.215,8.7975,1604629226371,66
-1.0646,4.0786,8.6921,1604629226510,66
-1.1604,4.6549,8.9958,1604629226530,66
-1.2579,4.494,9.329,1604629226551,66
-1.1341,4.4036,8.9741,1604629226730,66
-1.1761,4.3537,9.2187,1604629226751,66
-0.5301,3.9682,9.7459,1604629226770,66
-1.3854,4.2492,9.1399,1604629226970,66
-1.3586,4.5746,9.4244,1604629226990,66
-0.7119,4.4694,9.611,1604629227010,66
-2.0193,4.9732,7.9689,1604629227170,66
-1.761,5.1975,9.0232,1604629227190,66
-1.3162,4.555,9.2751,1604629227210,66
-0.5023,3.7258,9.0605,1604629227430,66
-0.069,3.93,9.0016,1604629227450,66
-0.4063,4.0146,9.7668,1604629227471,66
0.4062,3.3797,9.1115,1604629227670,66
0.256,2.9647,9.3639,1604629227690,66
0.2419,3.3133,10.2454,1604629227710,66
-0.1518,9.3311,-2.8919,1604480605677,67
-0.4486,9.4352,-2.8108,1604480605697,67
-0.4837,9.5843,-2.2559,1604480605718,67
-0.3924,9.4736,-2.0061,1604480605738,67
-1.2507,9.8327,-4.0515,1604480606017,67
-1.0502,9.676,-3.5175,1604480606038,67
-0.8773,9.823,-2.9899,1604480606058,67
-0.9601,9.7122,-2.5726,1604480606078,67
-0.759,9.4665,-4.367,1604480606518,67
-0.4199,9.4887,-3.7093,1604480606538,67
-0.5682,9.5347,-3.2766,1604480606558,67
-0.7641,9.7869,-3.0377,1604480606578,67
0.153,9.1727,-3.335,1604480606898,67
-0.1751,9.463,-2.8588,1604480606918,67
-0.112,9.4913,-1.961,1604480606938,67
-0.0086,9.4182,-2.0243,1604480606958,67
-0.5511,9.6356,-4.09,1604480607278,67
-0.5994,9.8103,-3.4755,1604480607297,67
-0.4018,9.6073,-2.0677,1604480607318,67
-0.0083,9.3218,-2.3788,1604480607677,67
-0.0385,9.4143,-2.8199,1604480607697,67
-0.2238,9.5978,-2.685,1604480607718,67
-0.5494,9.5321,-3.9291,1604480607918,67
-0.7334,9.8585,-3.2672,1604480607937,67
-0.8172,9.9736,-2.6786,1604480607957,67
-0.8034,9.8614,-2.5408,1604480607977,67
0.3824,9.0968,-2.1707,1604480608298,67
0.0546,9.4471,-2.5976,1604480608318,67
0.0173,9.5623,-2.0568,1604480608337,67
0.217,9.3843,-1.6194,1604480608358,67
-0.1633,9.2608,-3.9798,1604480608697,67
-0.0695,9.2668,-3.5867,1604480608717,67
-0.4082,9.4303,-3.1168,1604480608738,67
-0.1678,9.3264,-2.92,1604480608758,67
-0.7627,3.4179,8.8916,1604634035975,68
-0.3244,3.1021,9.1345,1604634035995,68
-0.2138,3.4714,9.4047,1604634036015,68
-0.5055,3.4916,9.9331,1604634036035,68
-0.1264,3.1231,9.707,1604634036055,68
-1.4571,4.222,8.7789,1604634036435,68
-0.8169,4.0486,9.3577,1604634036455,68
-1.1957,4.3479,10.0206,1604634036475,68
-0.395,3.5776,9.6542,1604634036876,68
-0.0395,3.4282,9.3606,1604634036895,68
0.2773,3.0776,9.1617,1604634036915,68
-0.2603,3.4743,8.8481,1604634037035,68
-0.1583,3.1027,9.3221,1604634037055,68
0.0052,3.4771,9.7082,1604634037075,68
-0.6027,3.5129,10.446,1604634037095,68
-0.3826,3.4554,9.7257,1604634037115,68
-0.0763,3.2895,9.3914,1604634037316,68
0.0499,3.0249,9.3975,1604634037335,68
0.1925,3.0221,9.5588,1604634037356,68
-0.1881,3.1613,9.5856,1604634037375,68
-0.2771,3.1758,9.4873,1604634037616,68
-0.1573,3.5165,9.3674,1604634037635,68
-0.5093,3.6753,10.0108,1604634037655,68
-1.0534,3.4474,9.3556,1604634037815,68
-0.6406,3.8155,9.945,1604634037835,68
-0.9636,4.0242,10.0911,1604634037855,68
0.0153,3.0422,8.9008,1604634038136,68
0.3109,3.2048,9.601,1604634038155,68
-0.3356,3.3291,10.4783,1604634038175,68
0.0575,3.0301,9.5398,1604634038356,68
0.2655,3.0344,9.4493,1604634038376,68
0.0809,3.0729,9.8143,1604634038395,68
0.3663,2.9332,9.3919,1604634038415,68
-0.112,3.1677,8.9997,1604634093256,69
-0.4564,3.7004,9.4904,1604634093276,69
-0.525,3.5698,10.3551,1604634093295,69
-0.7917,4.1018,9.4548,1604634093555,69
-0.761,3.9717,9.2287,1604634093576,69
-0.0057,3.3051,9.1439,1604634093896,69
-0.1072,3.2945,9.715,1604634093915,69
0.4675,3.1605,9.3082,1604634093935,69
-0.4099,3.5525,9.1005,1604634094055,69
-0.1359,3.5034,9.5565,1604634094076,69
0.2426,3.1838,9.2725,1604634094255,69
-0.1084,3.3241,9.5798,1604634094275,69
0.0907,3.2977,9.6641,1604634094295,69
0.0119,3.2011,9.6332,1604634094315,69
0.2168,3.3229,9.3098,1604634094335,69
-0.9049,3.4689,10.1065,1604634094516,69
-0.3199,3.8464,9.8474,1604634094536,69
-0.3288,3.7348,9.9958,1604634094555,69
-1.069,3.9328,10.6414,1604634094735,69
-0.7104,4.2828,10.2878,1604634094755,69
-0.7678,3.9655,10.3526,1604634094775,69
0.3636,2.8123,9.233,1604634095435,69
0.3622,3.0532,8.8121,1604634095455,69
0.2532,3.0651,10.0056,1604634095475,69
-0.0405,3.2243,10.7716,1604634095495,69
0.6509,2.5685,9.4017,1604634095756,69
0.6203,2.5834,9.4962,1604634095775,69
0.7589,2.6434,9.4016,1604634095795,69
0.8382,2.5487,9.4491,1604634095816,69
0.5073,4.9168,8.6282,1604540752940,70
0.5427,4.8771,8.747,1604540752960,70
0.5851,4.9357,8.5468,1604540752980,70
0.63,4.8452,8.5589,1604540753000,70
-0.9071,5.2309,8.4293,1604540753480,70
-1.1599,5.8955,8.734,1604540753500,70
-1.1188,5.6825,8.9593,1604540753520,70
0.0868,4.6381,8.3934,1604540753960,70
-0.2131,4.7357,8.8081,1604540753980,70
-0.6822,4.4555,8.7148,1604540754180,70
-0.748,5.1312,9.0246,1604540754200,70
-0.5126,4.9279,9.3289,1604540754220,70
0.0462,4.58,9.1079,1604540754460,70
-0.2036,4.653,9.0314,1604540754480,70
-0.1034,4.3428,9.5157,1604540754500,70
-0.3729,4.6704,8.576,1604540754840,70
-0.2306,4.6503,8.7224,1604540754860,70
-1.4489,5.0728,8.5047,1604540755080,70
-1.1589,5.6441,9.2522,1604540755100,70
-0.9581,5.7553,9.2374,1604540755120,70
-0.9453,5.1573,8.7823,1604540755140,70
0.258,3.7476,8.9813,1604540755460,70
0.4635,3.9984,8.728,1604540755480,70
0.3228,4.34,9.3916,1604540755500,70
0.3601,4.0344,8.0795,1604540755861,70
0.6237,3.8131,8.5533,1604540755880,70
0.838,3.8121,8.7591,1604540755901,70
-0.549,3.1439,8.96,1604541385015,71
-0.5996,3.1669,8.8978,1604541385035,71
-0.6087,3.2021,8.9058,1604541385055,71
-0.7085,3.3701,9.1516,1604541385075,71
-0.5009,3.1413,9.229,1604541385095,71
-2.9322,4.3797,8.4118,1604541385376,71
-2.5743,4.3049,8.8378,1604541385395,71
-1.9231,3.7063,9.1069,1604541385415,71
-1.0852,3.0438,9.6166,1604541385775,71
-1.4576,3.1889,9.2971,1604541385795,71
-1.1219,3.1329,9.2325,1604541385815,71
-1.8177,2.8642,9.5695,1604541385975,71
-1.4669,3.0623,9.671,1604541385995,71
-1.6449,3.1153,9.5063,1604541386015,71
-0.9572,2.8691,9.6744,1604541386215,71
-1.2898,3.0776,9.1487,1604541386235,71
-1.23,3.1593,8.7818,1604541386255,71
-0.8157,2.8547,9.0301,1604541386275,71
-0.6091,2.8476,9.4568,1604541386295,71
-1.6635,3.5232,9.0895,1604541386495,71
-1.2572,3.2779,9.3801,1604541386515,71
-2.0476,3.7007,8.6713,1604541386695,71
-1.854,3.9093,9.0712,1604541386715,71
-1.5796,3.4578,9.3834,1604541386735,71
-0.8953,3.0324,8.9512,1604541387035,71
-0.8746,3.0495,8.494,1604541387056,71
-0.9465,2.9795,9.4025,1604541387076,71
-0.6934,2.8631,9.8267,1604541387095,71
-0.5039,3.1626,8.553,1604541387276,71
-0.7131,3.175,8.4543,1604541387295,71
0.2043,2.598,8.7621,1604541387315,71
-0.3476,9.4846,2.9197,1604541331275,72
-0.3476,9.4846,2.9197,1604541331275,72
-0.3476,9.4846,2.9197,1604541331275,72
-0.3476,9.4846,2.9197,1604541331275,72
-0.5163,9.3806,1.1902,1604541331476,72
-0.8077,9.7078,2.4366,1604541331495,72
-0.8112,9.3409,2.7311,1604541331515,72
0.0459,8.8055,4.2836,1604541336816,72
0.0017,8.8293,3.8003,1604541336935,72
-0.1579,8.7825,4.3172,1604541336955,72
-0.0328,8.7317,4.2674,1604541336975,72
-0.0263,8.8807,4.0573,1604541337095,72
-0.1059,8.8956,4.2904,1604541337116,72
-0.0376,8.7868,4.0881,1604541337135,72
-0.167,8.8315,4.4714,1604541337315,72
-0.0489,8.8354,4.3494,1604541337335,72
-0.1067,8.852,3.9832,1604541337756,72
-0.2319,8.9641,4.0174,1604541337775,72
-0.0672,8.9047,4.0651,1604541337795,72
-0.1975,8.8109,4.6524,1604541337815,72
-0.0181,8.6913,4.2588,1604541337835,72
-0.8885,8.9741,2.9507,1604541338475,72
-1.1506,9.4671,3.641,1604541338495,72
-0.8915,9.5093,3.7877,1604541338516,72
-0.3313,9.0898,4.032,1604541338535,72
-0.5172,9.0573,3.6273,1604541338876,72
-0.5553,9.1716,4.2209,1604541338895,72
-0.7844,9.1882,3.7395,1604541339215,72
-0.3826,9.0208,3.8563,1604541339236,72
-0.4431,9.173,4.0855,1604541339256,72
-1.311,9.5284,2.4992,1604541339436,72
-1.5218,9.8065,3.1967,1604541339455,72
-1.2515,9.7199,3.6889,1604541339476,72
-0.6901,9.2491,3.9244,1604541339495,72
-0.5232,9.0159,3.5951,1604541339835,72
-0.16,9.0653,3.9581,1604541339855,72
-0.0981,9.0677,4.2055,1604541340175,72
-0.2462,8.9754,4.3252,1604541340196,72
0.1142,8.6889,4.0209,1604541340215,72
0.5479,4.9183,8.8214,1604629046450,73
0.2397,5.0323,8.5656,1604629046471,73
0.1901,4.9482,8.4909,1604629046491,73
-1.0183,5.0784,7.2983,1604629046750,73
-0.704,5.0901,7.4074,1604629046771,73
-1.1148,5.4657,8.1122,1604629046790,73
-0.9836,5.1261,8.7594,1604629046810,73
-0.6081,4.3751,8.9134,1604629047190,73
-0.788,4.3467,8.5696,1604629047211,73
-0.6032,4.3024,8.5277,1604629047230,73
-1.3245,4.1334,8.998,1604629047430,73
-0.9657,4.5995,9.1472,1604629047450,73
-0.707,4.3516,9.4935,1604629047470,73
-0.3239,3.7997,8.9524,1604629047670,73
-1.0966,4.5614,9.1556,1604629047691,73
-0.7084,4.2991,9.1971,1604629047710,73
-0.7647,4.036,9.1638,1604629047730,73
-0.7403,4.214,9.2111,1604629048030,73
-0.3904,4.2078,9.3621,1604629048050,73
-0.6225,4.1444,9.4155,1604629048070,73
-0.8697,3.9982,8.9578,1604629048211,73
-0.5912,4.5473,9.2429,1604629048230,73
-0.5991,4.3374,9.3003,1604629048250,73
-1.181,4.3409,9.3708,1604629048271,73
-0.4667,3.7271,9.1444,1604629048530,73
-0.0439,3.7226,8.9269,1604629048550,73
-0.3293,3.7134,9.6387,1604629048570,73
0.0482,3.5294,9.3018,1604629048791,73
-0.1624,3.6053,9.0337,1604629048810,73
0.2382,3.4498,9.3033,1604629048830,73
0.5359,3.1458,9.0261,1604629048850,73
0.9612,4.452,8.6924,1604628979991,74
0.7219,4.4787,8.8494,1604628980010,74
0.6366,4.5187,8.9546,1604628980030,74
-1.0112,4.8466,7.6557,1604628980330,74
-1.005,4.8223,8.2416,1604628980350,74
-0.6889,5.1651,8.8077,1604628980370,74
-0.7074,4.9951,8.9046,1604628980390,74
0.2237,3.9504,8.5999,1604628980710,74
0.0786,3.8686,8.911,1604628980731,74
-0.2232,4.0288,9.4456,1604628980750,74
-0.2673,3.9956,9.5349,1604628980770,74
-0.4704,3.8754,8.6897,1604628980911,74
-0.3941,4.2247,8.9667,1604628980930,74
-0.5188,4.087,9.2792,1604628980950,74
-0.5223,4.1104,9.1741,1604628980970,74
-0.2542,3.8617,8.8611,1604628981130,74
-0.7389,4.259,8.9062,1604628981150,74
-0.5179,4.1497,9.3683,1604628981170,74
-0.452,3.9274,9.9083,1604628981190,74
-0.3447,3.8757,9.4303,1604628981210,74
-0.3508,4.0348,9.3517,1604628981490,74
-0.1747,4.187,9.2016,1604628981510,74
-0.4447,4.2329,9.2906,1604628981530,74
-0.9023,4.1978,8.592,1604628981690,74
-0.6433,4.8847,9.3937,1604628981710,74
-0.3907,4.4108,9.6784,1604628981731,74
-0.5217,4.2254,9.2147,1604628981750,74
0.0943,3.6111,9.2882,1604628981970,74
0.017,3.7319,9.3522,1604628981990,74
-0.0518,3.6308,9.7577,1604628982010,74
0.285,3.5347,9.8746,1604628982210,74
0.4087,3.1213,9.7133,1604628982230,74
0.0946,5.7934,7.6376,1604480356957,75
0.1424,5.7633,7.3466,1604480356978,75
0.2773,5.6842,7.9932,1604480356998,75
0.4057,5.6367,8.2072,1604480357018,75
0.7022,5.6337,7.8593,1604480357038,75
-0.8405,5.9482,8.0915,1604480357298,75
-0.9286,6.1469,8.0513,1604480357318,75
-0.2076,5.2714,8.705,1604480357778,75
-0.3849,5.0023,9.1087,1604480357797,75
-0.1886,4.9555,8.968,1604480357817,75
-0.7727,5.0184,7.6088,1604480357998,75
-0.7857,5.5271,8.1253,1604480358018,75
-0.9822,5.624,8.5925,1604480358038,75
-0.4465,5.0815,9.0751,1604480358058,75
-0.3638,5.1742,8.5919,1604480358278,75
-0.4406,5.0531,8.9253,1604480358298,75
-0.1165,4.8329,8.7295,1604480358318,75
-0.4127,5.3653,8.6833,1604480358558,75
-0.4426,5.4263,8.7211,1604480358578,75
-1.6017,5.9694,8.4827,1604480358757,75
-1.5553,6.2167,8.953,1604480358777,75
-0.1663,4.8969,8.8568,1604480359057,75
-0.1808,4.9726,9.117,1604480359078,75
0.5133,4.5989,8.6367,1604480359258,75
0.289,4.4544,8.7738,1604480359278,75
0.6669,4.1777,9.479,1604480359298,75
0.999,4.2184,8.9318,1604480359318,75
0.2794,5.2684,8.0637,1604540737620,76
0.0568,5.2302,8.2778,1604540737640,76
0.2361,5.2315,8.2269,1604540737660,76
0.3941,5.2803,8.462,1604540737680,76
-1.2789,5.7397,7.4607,1604540738001,76
-1.2558,5.5519,7.5203,1604540738020,76
-1.2216,5.6926,7.7691,1604540738040,76
-1.0016,5.8821,8.4189,1604540738060,76
-0.9999,5.4876,8.8183,1604540738080,76
-0.2888,4.8936,8.7474,1604540738461,76
-0.3328,4.6499,8.1915,1604540738481,76
-0.0364,4.6139,8.4623,1604540738501,76
-1.3465,4.9381,8.1383,1604540738680,76
-1.0139,4.7129,8.8242,1604540738700,76
-0.75,5.0881,8.7132,1604540738720,76
-0.6561,4.5727,9.2674,1604540738740,76
-0.8016,4.7034,8.7371,1604540738960,76
-0.4837,4.4969,8.7785,1604540738980,76
-0.5419,4.308,8.8108,1604540739000,76
-0.9624,4.5333,8.9768,1604540739280,76
-0.7466,4.8827,8.5117,1604540739300,76
-0.6734,4.885,8.6872,1604540739320,76
-0.9427,4.8598,9.3795,1604540739520,76
-1.2578,5.2759,9.3405,1604540739541,76
-1.2954,5.1731,9.2127,1604540739560,76
0.1234,3.9072,8.8552,1604540739900,76
0.2505,4.0255,8.6952,1604540739920,76
0.2124,4.1026,9.2821,1604540739941,76
0.2995,3.8136,9.4342,1604540740160,76
0.4761,3.8151,9.4614,1604540740181,76
0.7883,3.2864,9.1654,1604540740201,76
0.7503,3.503,9.0858,1604540740220,76
0.6101,4.7637,8.4496,1604540832480,77
0.4687,4.7851,8.4038,1604540832501,77
0.2659,4.9469,8.2788,1604540832520,77
0.4441,4.7066,8.5312,1604540832540,77
-0.9592,5.2276,9.1744,1604540832860,77
-1.1487,5.3201,9.2179,1604540832880,77
-0.0065,4.4653,8.9293,1604540833281,77
-0.1096,4.4506,9.1839,1604540833301,77
0.109,4.1876,8.8801,1604540833320,77
-1.1882,4.3342,9.1148,1604540833501,77
-0.6506,4.8486,8.909,1604540833520,77
-0.5544,4.4373,9.2242,1604540833540,77
-0.3176,4.1997,8.9784,1604540833820,77
-0.246,4.2662,8.7762,1604540833841,77
-0.2283,4.0418,8.8061,1604540833860,77
-0.6309,4.2927,9.2542,1604540834260,77
-0.3578,4.5142,8.8023,1604540834280,77
-0.381,4.4759,9.3199,1604540834301,77
-1.4049,5.5001,9.0968,1604540834501,77
-1.2246,4.8342,9.3928,1604540834521,77
-0.1687,3.6406,9.1653,1604540834780,77
0.4481,3.9352,8.5729,1604540834801,77
-0.086,4.0373,9.4044,1604540834820,77
0.5364,3.6191,9.7011,1604540835020,77
0.864,3.235,9.7632,1604540835040,77
0.9331,2.8583,10.2458,1604540835060,77
0.4197,3.8774,9.3512,1604629890030,78
0.4915,3.9054,9.1725,1604629890051,78
0.6424,3.9166,9.403,1604629890070,78
0.6109,3.9435,8.9741,1604629890090,78
-0.525,4.1207,8.9639,1604629890470,78
-0.576,4.3904,9.1451,1604629890491,78
-0.7588,4.3222,8.7579,1604629890511,78
-0.0929,3.9508,9.1826,1604629891011,78
